NUM,ITEM #,CATEGORY,DESCRIPTION,BRAND,PACK/SIZE
641,11750,COOKIES BULK PACK,"SUGAR COOKIE, BULK",KEEBLER,12/27 CT
643,11761,COOKIES BULK PACK,COOKIES CHOCOLATE CHIP,POLLOCK,1/10LB
645,15601,COOKIES BULK PACK,VANILLA WAFERS,KEEBLER,1/10 LB
647,15619,COOKIES BULK PACK,LADY FINGERS ITALIAN,ROLAND,
649,40700,COOKIES BULK PACK,FORTUNE COOKIE,PACKER,1/350
651,77783,COOKIES BULK PACK,COOKIE OATMEAL ICED TRAY,VISTA,12/12 OZ
653,77785,COOKIES BULK PACK,COOKIES VANILLA CREME,VISTA,12/14 OZ
655,110213,COOKIES BULK PACK,CHIPS DELUXE,KEEBLER,12/18OZ
657,150610,COOKIES BULK PACK,TEDDY GRAHM CRKR CINNAMON,NABISCO,6/10 OZ
659,150913,COOKIES BULK PACK,#913 O.F. GINGER SNAPS,NABISCO,12/1LB
661,151004,COOKIES BULK PACK,CRACKERS ANIMAL BULK,KEEBLER,10/1 LB.
663,151201,COOKIES BULK PACK,NILLA WAFERS,NABISCO,12/12oz
665,151208,COOKIES BULK PACK,VANILLA WAFERS,VISTA,12/12oz
667,151217,COOKIES BULK PACK,COOKIE VIENNA FINGER BULK,KELLOGGS,12/16OZ
669,153319,COOKIES BULK PACK,FUDGE STRIPE COOKIES,KEEBLER,12/11.5 OZ
671,158191,COOKIES BULK PACK,COOKIE SHORTBREAD SF,MURRAY,12/6oz
673,158193,COOKIES BULK PACK,COOKIE CHOC SANDWICH SF,MURRAY,12/6.5oz
675,11733,COOKIES INDIVIDUAL PACKS,COOKIE CHOCOLATE CREAM,FAMOUS AMS,60/2.2OZ
677,23993,COOKIES INDIVIDUAL PACKS,CHEESE NIPS 100 CAL,NABISCO,1/72CT
679,40727,COOKIES INDIVIDUAL PACKS,CHEESE ON CHEESE CRACKERS,AUSTIN,1/192/4CT
681,40736,COOKIES INDIVIDUAL PACKS,LEMON OH'S COOKIE,AUSTIN,120/4ct/1.2
683,40740,COOKIES INDIVIDUAL PACKS,ASSORTED CREME COOKIES,MINUET,100/.97
685,110214,COOKIES INDIVIDUAL PACKS,CHOC CHIP S/FREE COOKIE,KEEBLER,120/2CT
687,150933,COOKIES INDIVIDUAL PACKS,#933 LORNA DOONE SHORTBRD,NABISCO,24/5oz
689,150935,COOKIES INDIVIDUAL PACKS,#935 OREO COOKIE / SLEEVE,NABISCO,24/5 OZ
691,150937,COOKIES INDIVIDUAL PACKS,COOKIE LORNA DOONE 100C,NABISCO,72/.74OZ
693,151216,COOKIES INDIVIDUAL PACKS,TOASTED P-NUT BTR SANDWIC,NABISCO,120/.93 OZ
695,151507,COOKIES INDIVIDUAL PACKS,GRAHAM CHOC TEDDY PC,NABISCO,150/.75oz
697,151519,COOKIES INDIVIDUAL PACKS,COOKIE OREO 100CAL,NABISCO,72/.81Z
699,151585,COOKIES INDIVIDUAL PACKS,#1585 SNACKWELL'S CREME,NABISCO,60/2 CNT
701,151692,COOKIES INDIVIDUAL PACKS,1692 OREO COOKIES (4CNT),NABISCO,120/4 CNT
703,151694,COOKIES INDIVIDUAL PACKS,COOKIE SHORTBREAD SF,KELLOGGS,120/8CNT
705,151697,COOKIES INDIVIDUAL PACKS,COOKIE CHOCO CREAM SF,MURRAYS,120/3 CT
707,151718,COOKIES INDIVIDUAL PACKS,MAGIC COOKIES,KNOTTS,100/1 OZ
709,151775,COOKIES INDIVIDUAL PACKS,1775 OATMEAL RAISEN CINN,NABISCO,100/2 PACK
711,156820,COOKIES INDIVIDUAL PACKS,FAT FREE VANILLA COOKIE,SNACKWELL,60/1.7oz
713,158195,COOKIES INDIVIDUAL PACKS,S.F. LEMON CREME COOKIES,KEEBLER,120/3 CT
715,440153,COOKIES INDIVIDUAL PACKS,COOKIE CHOC CHIP MINI,LINDEN,144/2.1 OZ
717,440160,COOKIES INDIVIDUAL PACKS,COOKIE CHOC CHIP 2 PK,LINDEN,216/1.1 OZ
719,440162,COOKIES INDIVIDUAL PACKS,COOKIE FUDGE CHIP 2 PK,LINDEN,216/1.1 OZ
721,440251,COOKIES INDIVIDUAL PACKS,COOKIES OATMEAL RAIS 2 PK,LINDEN,216/1.1 OZ
723,440256,COOKIES INDIVIDUAL PACKS,COOKIES BUTTER CRUNCH 2PK,LINDEN,216/2PK
725,440258,COOKIES INDIVIDUAL PACKS,COOKIE LEMON 2 PACK,LINDEN,216/1.1 OZ
727,442169,COOKIES INDIVIDUAL PACKS,CHOC CHIP COOKIE 2 PK,LINDEN,216/1.1 OZ
729,926037,COOKIES INDIVIDUAL PACKS,COOKIE NANTUCKET,PEPPERDG,60/1.50 OZ
731,550401,COOKING WINES ETC.,WHITE COOKING WINE,ADMIRATION,4/1 GAL
733,550406,COOKING WINES ETC.,COOKING WINE MARSALA,ADMIRATION,4/1 GAL
735,550413,COOKING WINES ETC.,SAUTERNE WINE,REGINA,4/1GAL
737,550452,COOKING WINES ETC.,BURGUNDY COOKING WINE,ROLAND,4/GAL
739,441042,CORN CHIPS,CORN CHIPS,FRITO-LA,8/1LB
741,441062,CORN CHIPS,SUNCHIP ORIGINAL,FRITOLAY,64/1.5 OZ
743,152501,CORN MEAL,CRACKER MEAL EXTRA FINE,MMF,1/25 LB.
745,205015,CORN MEAL,COARSE CORN MEAL,LAUHOFF,1/50 LB.
747,205046,CORN MEAL,POLENTA,ROLAND,4/5 LB
749,205048,CORN MEAL,YELLOW POLENTA,COLAVITA,12/1LB
751,120603,CORN MUFFIN MIXES,CORN MUFFIN DELUXE MIX,MMF,6/5 LB
753,120631,CORN MUFFIN MIXES,MUFFIN MIX CORN,CONTINENTA,6/5 LB
755,125002,CORN MUFFIN MIXES,N.E. CORN MUFFIN MIX,PILLSBURY,1/50 LB
757,350610,CORN OIL,MAZOLA CORN OIL,ACH,6/1 GAL
759,353507,CORN OIL,CORN OIL,PACKER,1/35LB
761,112401,CORN STARCH,CORN STARCH,ARGO,24/1 LB
763,500405,CORN SYRUPS,RED LABEL LT CORN SYRUP,KARO,4/1 GAL
765,531334,CORNED BEEF,CORNED BEEF,LIBBY,24/12Z
767,11770,CRACKERS - BULK,SALTINES BULK,VISTA,12/16 OZ
769,104111,CRACKERS - BULK,CRACKERS WHEAT THINS,NABISCO,12/10 OZ
771,150000,CRACKERS - BULK,UNSALTED SALTINES-SLEEVES,SUNNY,12/16 OZ
773,150155,CRACKERS - BULK,CHEESE & CRACKER (RETAIL),KRAFT,1/15 CT
775,150612,CRACKERS - BULK,WHEAT THINS LOW SALT,NABISCO,6/10 OZ.
777,150916,CRACKERS - BULK,CRACKERS RITZ,NABISCO,20/4 OZ
779,151002,CRACKERS - BULK,TRISCUITS SNACKS,NABISCO,12/9.5 OZ
781,151008,CRACKERS - BULK,GRAHAMS HONEY RITE,KEEBLER,1/10 LB.
783,151017,CRACKERS - BULK,CRACKER MEDLEY TSTD 25CNT,KEEBLER,1/25CT
785,151203,CRACKERS - BULK,RITZ BITS W/CHEESE,NABISCO,12/7.5 OZ
787,151219,CRACKERS - BULK,UNSALTED TOP SALTINES,NABISCO,12/16oz
789,151503,CRACKERS - BULK,CHEESE GOLDFISH CRACKERS,PEP FARM,6/31 OZ
791,151506,CRACKERS - BULK,SNACK MIX CONFETTI,BLUE DIAM,6/2 LB
793,152420,CRACKERS - BULK,CRACKER GOURMET ASSORTED,CARR'S,24/SLEEVE
795,157322,CRACKERS - BULK,CRACKER BIT SZ TABLE WATER,CARR'S,12/4.25 OZ
797,461626,CRACKERS - BULK,CRACKER RITZ CHIPS ORG.,NABISCO,60/1.75OZ
799,151515,CRACKERS MISC. ITEMS,OYSTER CRACKERS,WESTMINSTR,150/.5Z
801,151536,CRACKERS MISC. ITEMS,GRAHAM STICKS CINNAMON,KEEBLER,210/1Z
803,151538,CRACKERS MISC. ITEMS,GRAHAM ELF CINNAMON,KEEBLER,150/1Z
805,11720,CRACKERS -PORTION CONTROL,SESAME BREAD STICKS,BEST QUAL.,300/2 CT
807,11774,CRACKERS -PORTION CONTROL,SALTINES CRACKERS,NABISCO,12/16Z
809,11781,CRACKERS -PORTION CONTROL,CRACKER SALTINES,ZESTA,300/2 PK
811,40728,CRACKERS -PORTION CONTROL,CHEEZ ITS 1.5oz #12261,SUNSHINE,60/1.5
813,110215,CRACKERS -PORTION CONTROL,GRAHAM CRACKER CINN. ZTF,MJM,150/3 CT
815,151204,CRACKERS -PORTION CONTROL,NAB RITZ BIT P/BTR SDWCH,RITZ,48/1 OZ
817,151215,CRACKERS -PORTION CONTROL,TEDDY GRAHAMS- ASST IND.,NABISCO,48/1.2oz
819,151505,CRACKERS -PORTION CONTROL,CRACKERS GRAHAM,KEEBLER,150/3 CT
821,151511,CRACKERS -PORTION CONTROL,HONEY GRAHAM CRACKERS,MJM,150/3 PK
823,151531,CRACKERS -PORTION CONTROL,CRACKERS GRAHAM ORIGINAL,KEEBLER,200/2 PK
825,151586,CRACKERS -PORTION CONTROL,GOLDFISH CHEESE SS,PEP FARM,300/.75 OZ
827,151699,CRACKERS -PORTION CONTROL,GRAHAM CRACKERS,NABISCO,200/2CT
829,153004,CRACKERS -PORTION CONTROL,GIANT GRAHAM CRKR GLDFISH,PEP FARM,300/.75oz
831,155001,CRACKERS -PORTION CONTROL,SALTINE CRACKERS,ZESTA,500/2 CT
833,157202,CRACKERS -PORTION CONTROL,CRACKERS GOURMET ASSORTED,SUNSHINE,400/2 CT
835,890363,CRACKERS -PORTION CONTROL,ZOO ANIMAL CRACKERS,AUSTIN,100/1 OZ
837,220608,CRANBERRY (CANNED),WHOLE CRANBERRY SAUCE,OCEAN SPRY,6/#10 CAN
839,220624,CRANBERRY (CANNED),JELLIED CRANBERRY SAUCE,RUBY KIST,6/#10 CAN
841,221000,CRANBERRY (CANNED),CRANBERRY SAUCE JELLIED,OCEAN SP,24/16oz
843,10044,CRANBERRY JUICE,CRANBERRY COCKTAIL 4+1,COUNTRY PU,12/1LT
845,36093,CRANBERRY JUICE,JUICE WHITE CRAN/PEACH,OCEANSPRAY,8/64 OZ
847,115216,CRANBERRY JUICE,CRANBERRY JUICE PET-PLAST,SUNPAC,12/46 OZ
849,250602,CRANBERRY JUICE,CRANBERRY JUICE LO-CAL,OCEAN SPRY,12/46 OZ
851,250833,CRANBERRY JUICE,CRANAPPLE JUICE,OCEAN SP,8/64 OZ
853,252436,CRANBERRY JUICE,JUICE CRAN-RASPBERRY 100%,APPLE&EVE,40/6.75OZ
855,253254,CRANBERRY JUICE,CRAN/GRAPE DRINK,OCEAN SP,6/12Z
857,253304,CRANBERRY JUICE,JUICE CRANBERRY 15% 5+1,JUICE TYME,3/1 GAL
859,254603,CRANBERRY JUICE,CRANBERRY JUICE,OCEAN SPRY,12/46oz
861,254634,CRANBERRY JUICE,MIXER CRANBERRY JUICE,OCEAN SPRY,12/32 OZ
863,254803,CRANBERRY JUICE,LO CAL CRANBERRY JUICE,OCEAN SPRY,8/46 OZ
865,256001,CRANBERRY JUICE,CRANBERRY JUICE W/SPLENDA,OCEAN SPRA,8/64Z
867,61214,CREAMERS,COFFEEMATE LIQCREAMER VAN,NESTLE,180/.38OZ
869,61234,CREAMERS,COFFEEMATE LIQ PC CREAMER,NESTLE,180/.38OZ
871,151016,CROUTONS,PLAIN CROUTON,BURRY,1/10 LB
873,76123,CRUSHED TOMATO PRODUCTS,CRUSHED TOMATO,RED PACK,12/28Z
875,520602,CRUSHED TOMATO PRODUCTS,7/11 GROUND TOMATO,STANISLAUS,6/#10
877,520613,CRUSHED TOMATO PRODUCTS,TOMATO ALL PURPOSE CRUSH,RED PACK,6/#10
879,521237,CRUSHED TOMATO PRODUCTS,TOMATOES CRUSHED,CARACUCINA,6/#10
881,940309,CRUSHED TOMATO PRODUCTS,CRUSHED TOMATOES CANNED,SCLAFANI,6/#10
883,111212,CRYSTAL LIGHT,CRYSTAL LT LEMONADE,CRYSTAL,12/8QT
885,280100,CRYSTAL LIGHT,CRYSTAL LT RASP.TEA,CRYSTAL LI,12/8 QT
887,511219,CRYSTAL LIGHT,CRYSTAL LIGHT ICE TEA MIX,CRYSTAL LT,12/2 GAL.
889,511221,CRYSTAL LIGHT,RASPBRY ICE CRYSTAL LT,CRYSTAL LT,12/2GAL
891,511223,CRYSTAL LIGHT,CRYSTAL LT OTG LEMONADE,CRYSTAL,12/10PK
893,511230,CRYSTAL LIGHT,CRYSTAL LITE ICE TEA,CRYSTAL,12/8 QT
895,351002,CUBE SHORTENING,CRISCO SHORTENING,CRISCO,12/3 LB
897,355001,CUBE SHORTENING,ALL VEG. CUBE SHORTENING,PACKER,1/50#CUBE
899,355008,CUBE SHORTENING,PRIMEX,PACKER,1/50#CUBE
901,23691,CUPPED FRUITS,FRT&GEL MX FRUIT/CHERRY,DELMONTE,24/4 OZ
903,30196,CUPPED FRUITS,MANGO PEACH APPLESAUCE,MOTTS,72/3.9 OZ
905,30880,CUPPED FRUITS,FRUIT COCKTAIL,PARADE,24/8.75OZ
907,80340,CUPPED FRUITS,NATURAL APPLSAUCE CUPS,WH/MM/MOTT,72/4 OZ
909,80342,CUPPED FRUITS,DICED PEACHES SNACK PACK,DELMONTE,48/4 OZ
911,83049,CUPPED FRUITS,PEARS DICED FRUITBOWL JUI,DOLE,36/4oz
913,83073,CUPPED FRUITS,PEACHES DICED FRTBWL JUIC,DOLE,36/4oz CUP
915,221286,CUPPED FRUITS,PEAR HALVES IN JUICE,DELMONTE,24/15 OZ
917,227202,CUPPED FRUITS,APPLESAUCE CUPS,MOTTS,72/4oz
919,227205,CUPPED FRUITS,ORG/MANGO APPLESC W/SPLEN,MUSSELMAN,72/4oz
921,510013,DECAF COFFEE,COFFEE DECAF SEATTLE BEST,SEATTLE BS,42/2Z
923,510232,DECAF COFFEE,MAXWELL PREM DECAF IN ROOM,MAXWELL,100/.5OZ
925,511239,DECAF COFFEE,DECAF COFFEE ALL PURPOSE,FOLGERS,12/13oz
927,512411,DECAF COFFEE,"COFFEE, DECAF",PACKER,24/13 OZ
929,519601,DECAF COFFEE,DECAFFEINATED COFFEE,MAX HOUSE,96/1.7oz
931,510620,DECAF TEA,TEA BAGS DECAF,BROMLEY,5/100 CT
933,350604,DEEP FRY / COOKING OIL,FRYMAX,ACH,2/17.5LB
935,350700,DEEP FRY / COOKING OIL,OIL PRO FRY,ADMIRATION,1/35LB
937,353512,DEEP FRY / COOKING OIL,CLEAR LIQ.SHORTENING ZTF,PACKER,1/35LB
939,111029,DESSERT MIXES,PUDDING & PIE FILLING VAN,KRAFT,6/27OZ
941,1703,DEVILS FOOD CAKE MIX,PARADE DEVILS CAKE MIX,PARADE,12/18 OZ
943,76124,DICED / CHOPPED / STEWED TOMATOS,TOMATO CHOP FRESH,POMI,12/26 OZ
945,520624,DICED / CHOPPED / STEWED TOMATOS,DICED TOMATOES IN JCE,ANGELA MIA,6/#10
947,520629,DICED / CHOPPED / STEWED TOMATOS,DICED TOMATOES IN JUICE,RED PACK,6/#10
949,520646,DICED / CHOPPED / STEWED TOMATOS,TOMATOES DICED,FURMANO,6/10#
951,521282,DICED / CHOPPED / STEWED TOMATOS,STEWED TOMATO NO SALT,DELMONTE,12/14.5
953,522511,DICED / CHOPPED / STEWED TOMATOS,TOMATOES DICED JUICE NS,FURMANO,6/#10
957,125790,DOMESTIC PASTA,FARFALLE,PACKER,1/20 LB
959,370012,DOMESTIC PASTA,WAGON WHEEL PASTA,DAK GRWRS,1/10LB
961,371001,DOMESTIC PASTA,BULK LASAGNA REGULAR,ZEREGA,1/10 LB
963,371003,DOMESTIC PASTA,TRI COLOR ROTINI,COLUMBIA,1/10 LB
965,371006,DOMESTIC PASTA,JUMBO STUFFING SHELLS,COLUMBIA,1/10 LB
967,371009,DOMESTIC PASTA,"ROTINI PASTA, SMALL",PACKER,1/20 LB
969,371015,DOMESTIC PASTA,TRI COLOR ROTINI,ZEREGA,1/20 LB
971,371024,DOMESTIC PASTA,MANICOTTI RONZONI#90,RONZONI,12/8Z
973,371045,DOMESTIC PASTA,"PASTA, FETTUCCINI",ZEREGA,2/10 LB
975,371071,DOMESTIC PASTA,PASTA ELBOWS,PACKER,1/20LB
977,371073,DOMESTIC PASTA,PASTA ROTINI,PACKER,1/20LB
979,371075,DOMESTIC PASTA,NOODLE FINE,PACKER,1/10LB
981,371077,DOMESTIC PASTA,NOODLE WIDE,PACKER,1/10LB
983,371166,DOMESTIC PASTA,ABC PASTA,ZEREGA,12/12 OZ
985,371203,DOMESTIC PASTA,NO YOLK WIDE NOODLES,PACKER,12/12oz
987,371205,DOMESTIC PASTA,"LASAGNA BOXES, 16 OZ",ZEREGA,12/16 OZ
989,371207,DOMESTIC PASTA,ROTINI HLTHY HRVEST,RONZONI,15/13Z
991,371213,DOMESTIC PASTA,PASTA ACINI PEPE,RONZONI,15/1LB
993,371246,DOMESTIC PASTA,1/2 WIDE EGG NOODLE,ZEREGA,1/10 LB
995,371601,DOMESTIC PASTA,FARFALLE IMPORTED,BARILLA,16/1LB
997,371612,DOMESTIC PASTA,PASTA ROTINI PLUS,BARILLA,2/10LB
999,371999,DOMESTIC PASTA,ZITI BULK,ZEREGA,1/20 LB
1001,372003,DOMESTIC PASTA,ZITI BULK,PACKER,1/20 LB
1003,372005,DOMESTIC PASTA,PENNE RIGATE,PACKER,1/20 LB
1005,372013,DOMESTIC PASTA,CAVATAPPI,ZEREGA,1/20 LB
1007,372040,DOMESTIC PASTA,RIGATONI BULK,ZEREGA,1/20 LB
1009,372057,DOMESTIC PASTA,SPAGHETTI COIL FIDEO,ALLEGRA,12/12Z
1011,372071,DOMESTIC PASTA,RIGATONI PASTA,BARILLA,16/1 LB
1013,372081,DOMESTIC PASTA,FARFALLE PASTA,BARILLA,2/10 LB
1015,372104,DOMESTIC PASTA,RIGATONI,BARILLA,2/10 LB
1017,790650,DOMESTIC PASTA,"PASTA, BROAD NOODLES",PARADE,12/16 OZ
1019,251214,DR PEPPER,DIET DR PEPPER CND,DR. PEPPER,24/12 OZ
1021,160044,DRESSING MISC.,DRESSING MIX ITAL O & V,FOOTHILL,12/7.6Z
1023,160085,DRESSING MISC.,CUCUMBER WASABI DRESSING,KENS,2/1 GAL
1025,160511,DRESSING MISC.,SWEET BABY RAY'S ORIGINAL,KENS,4/1GAL
1027,161212,DRESSING MISC.,RED WINE OIL DRESSING,PFEIFFER,6/16 OZ
1029,162407,DRESSING MISC.,DRESSING RASPBERRY FF,HELLMANNS,6/32 OZ
1031,220615,DRIED FRUITS,DRIED PITTED PRUNE 5#,BAZZINI,1/5#
1033,561201,DRIED FRUITS,GOLDEN RAISINS,DELMONTE,24/15 OZ
1035,561211,DRIED FRUITS,DRIED RED CURRANTS,BAZZINI,1/5 LB
1037,561214,DRIED FRUITS,DRIED PITTED PRUNES,PKR,1/22 LB
1039,561222,DRIED FRUITS,MED DRIED PRUNES- BOX,DELMONTE,12/16oz
1041,563001,DRIED FRUITS,RAISIN SEEDLESS FLAME,PACKER,1/30LB
1043,563003,DRIED FRUITS,RAISIN GOLDEN,PACKER,1/30LB
1045,790500,DRIED FRUITS,RAISINS,BOGHOSIAN,24/15 OZ
1047,221206,DRIED FRUITS,FRUIT MIX DRIED GOURMET,BAZZINI,1/20LB
1049,172401,DRY BEANS 1LB PACKAGES,DRY BARLEY,C&F,24/1 LB
1051,172403,DRY BEANS 1LB PACKAGES,GARBANZO BEANS (DRY),C&F,24/1 LB
1053,172405,DRY BEANS 1LB PACKAGES,NAVY BEANS (DRY),C&F,24/1 LB
1055,172407,DRY BEANS 1LB PACKAGES,LENTILS (DRY),C&F,24/1 LB
1057,172409,DRY BEANS 1LB PACKAGES,DRY RED KIDNEY BEANS,C&F,24/1 LB
1059,172411,DRY BEANS 1LB PACKAGES,DRY BABY LIMA BEANS,C&F,24/1#
1061,172542,DRY BEANS 1LB PACKAGES,BARLEY,J RABBIT,24/1 LB
1063,21210,DRY MILK PRODUCTS,DRY MILK,KRASDALE,6/10/1QT
1065,60650,DRY MILK PRODUCTS,DRY MILK 10 ENV,ALBA,12/3 QT
1067,920571,ETHNIC SEASONINGS,ADOBO WITH PEPPER,GOYA,24/8 OZ
1069,920573,ETHNIC SEASONINGS,SAZON CULANTRO/ACHIOTE,GOYA,36/8 ENV
1071,110401,EXTRACTS / FLAVORS,CARMEL COLOR 4/1GAL,SUGAR MILL,4/1 GAL
1073,180403,EXTRACTS / FLAVORS,"VANILLA EXTRACT,IMITATION",PKR,4/1 GAL
1075,181202,EXTRACTS / FLAVORS,LEMON FLAVOR IMT EXTRACT,PACKER,12/1 QT
1077,181204,EXTRACTS / FLAVORS,BANANA EMULSION FLAVOR,PRIME,12/32oz
1079,181208,EXTRACTS / FLAVORS,BUTTER EMULSION FLAVOR,PRIME,12/32OZ
1081,181212,EXTRACTS / FLAVORS,MOCHA FLAVOR,PRIME,4/1GAL
1083,181216,EXTRACTS / FLAVORS,ORANGE NATURAL EMULSION FLV,DAWN,1/1 GAL
1085,181225,EXTRACTS / FLAVORS,GREEN FOOD COLOR,CASTELLA,12/32 OZ
1087,181230,EXTRACTS / FLAVORS,FOOD COLOR BLUE,CASTELLA,12/1 QT
1089,181250,EXTRACTS / FLAVORS,VANILLA EXTRACT PURE,CASTELLA,6/32 OZ
1091,510605,FLAVORED & HERBAL TEAS,EARL GRAY FLVD TEA,CELESTIAL,6/25CT
1093,510609,FLAVORED & HERBAL TEAS,HERBAL TEA VARIETY,LIPTON,6/18 CT
1095,510612,FLAVORED & HERBAL TEAS,CHAMOMILE TEA,CELESTIAL,6/25 CT.
1097,510625,FLAVORED & HERBAL TEAS,ORANGE MANDARIN TEA,CELESTIAL,6/25 CT
1099,510675,FLAVORED & HERBAL TEAS,DARJEELING TEA,TWININGS,6/20CT
1101,129450,FLAVORED DRINK MIXES,ICED TEA MIX,THIRST,12/2 GALL
1103,129452,FLAVORED DRINK MIXES,GRAPE DRINK MIX,THIRST EZ,12/2GAL
1105,129456,FLAVORED DRINK MIXES,ORANGE DRINK MIX,THIRST EZ,12/2GAL
1107,129458,FLAVORED DRINK MIXES,SF LEMONADE DRINK MIX,DIAMOND CR,12/2OZ
1109,129461,FLAVORED DRINK MIXES,S/F ASST DRINK MIX 4EA,DIAMOND CR,12/2OZ
1111,129463,FLAVORED DRINK MIXES,SF GRAPE DRINK MIX,DIAMOND C,12/2OZ
1113,129530,FLAVORED DRINK MIXES,PUNCH DRINK MIX,TWIST,12/2 GALL
1115,251243,FLAVORED DRINK MIXES,LEMONADE,MINMD/CNTR,24/12 OZ
1117,511212,FLAVORED DRINK MIXES,LEMONADE DRINK MIX,CNTY TIME,15/2 GAL.
1119,511214,FLAVORED DRINK MIXES,ORANGE DRINK MIX,TWIST,12/2 GAL
1121,511216,FLAVORED DRINK MIXES,GRAPE DRINK MIX,TWIST,12/2 GAL
1123,511225,FLAVORED DRINK MIXES,KOOLAID SWT GRAPE,KOOLAID,12/8qt
1125,511237,FLAVORED DRINK MIXES,ORANGE SWEET KOOLAID,KOOLAID,12/8QT
1127,511242,FLAVORED DRINK MIXES,TROPICAL DRINK MIXES,KOOLAID,12/8QT
1129,511284,FLAVORED DRINK MIXES,CRYSTAL LT PCH TEA OTG,CRYSTAL LT,4/30 CT
1131,511287,FLAVORED DRINK MIXES,CRYSTAL LT WLD STRW OTG,CRYSTAL LT,4/30 CT
1133,511289,FLAVORED DRINK MIXES,CRYSTAL LT FRT PNCH OTG,CRYSTAL LT,4/30 CT
1135,881354,FLAVORED DRINK MIXES,ORANGE DRINK SF 100% 24+1,LEMONX,1/5GAL
1137,881356,FLAVORED DRINK MIXES,LEMONAIDE CONC 8+1 BIB,LEMONX,1/3 GAL
1139,881358,FLAVORED DRINK MIXES,FRUIT FLVD DRINK 15+1 BIB,LEMONX,1/5 GAL
1141,881361,FLAVORED DRINK MIXES,FRUIT PUNCH RED CAL CONCET,LEMONX,1/5 GAL
1143,25727,FLAVORED MILK MIXES & INSTANT BREAKFAST,LIQ. VANILLA BREAKFAST,CARNATION,24/10 OZ
1145,64474,FLAVORED MILK MIXES & INSTANT BREAKFAST,GOOD START ESSNTL-SOY,GOOD START,12/12/13OZ
1147,510618,FLAVORED MILK MIXES & INSTANT BREAKFAST,VANILLA INSTANT BRKFAST,CARNATION,6/10CNT
1149,510809,FLAVORED MILK MIXES & INSTANT BREAKFAST,VANILLA LIQUID BREAKFAST,CARNATION,12/11 OZ
1151,420060,FLAVORED RICE,TABOULE,NEAR EAST,12/5.25 OZ
1153,421001,FLAVORED RICE,COUS COUS,NEAR EAST,12/10OZ
1155,421008,FLAVORED RICE,COUS COUS,UNCLE BEN,2/5 LB
1157,421205,FLAVORED RICE,RICE RONI HERB BUTTER,RICE RONI,12/7.2Z
1159,421211,FLAVORED RICE,RICE/GRAIN CAVIAR MEDLEY,INDIAN HAR,6/2 LB
1161,421213,FLAVORED RICE,GRAIN SUN BLD W/QUINOA,INDIAN HAR,6/2 LB
1163,421215,FLAVORED RICE,COUS COUS GOLDEN JEWEL,INDIAN HAR,6/2 LB
1165,421555,FLAVORED RICE,RISOTTO RICE (ARBORIO),DIVELLA,10/35 OZ
1167,422001,FLAVORED RICE,BROWN RICE,UNCLE BENS,1/25 LB
1169,422402,FLAVORED RICE,BROWN RICE 1LB,UNCLE BENS,12/1 LB
1171,422505,FLAVORED RICE,BASMATI RICE,PRODUCERS,1/25 LB
1173,423602,FLAVORED RICE,RICE PILAF,UNCLE BENS,6/36 OZ
1175,423605,FLAVORED RICE,BEEF FLAVORED RICE,RICE RONI,24/6.8 OZ
1177,423618,FLAVORED RICE,YELLOW INFUSED RICE,UNCLE BENS,2/5 LB
1179,381015,FLAVORED SYRUPS,CHERRY SYRUP,UBET,4/1 GAL
1181,500407,FLAVORED SYRUPS,"VANILLA SYRUP, CLEAR",FOX,4/1 GAL
1183,500601,FLAVORED SYRUPS,U-BET CHOCOLATE SYRUP,FOX,4/1 GAL
1185,500614,FLAVORED SYRUPS,LEMON SYRUP,FOX,4/1 GAL
1187,500617,FLAVORED SYRUPS,SYRUP ORANGE BIB 15 + 1,FOX,1/5 GAL
1189,121207,FLOUR,MIX BISQUICK,GEN MILLS,12/20Z
1191,201002,FLOUR,KING MIDAS SEMOLINA #1 1/50#,KING MIDAS,1/50 LB.
1193,201201,FLOUR,FLOUR WW,HECKERS,15/2 LB.
1195,205006,FLOUR,FLOUR PASTRY,PURITY,1/50 LB
1197,205012,FLOUR,FLOUR WW 50#,WINGOLD,1/50LB
1199,205019,FLOUR,PATENT FLOUR,PILLSBURY,1/50LB
1201,330324,FLOUR,FLOUR WONDRA,WONDRA,12/13.5 OZ
1203,201205,FLOUR - ALL PURPOSE,PANCAKE MIX R&H,R&H,1/50LB
1205,330500,FLOUR - ALL PURPOSE,"FLOUR, ALL PURPOSE",PACKER,8/5 LB
1207,121224,FLOUR - CAKE,STRAWBRY SUPREME CAKE MIX,DUNCAN HIN,12/18Z
1209,205005,FLOUR - CAKE,PURASNOW FLOUR #57181,GOLD MEDAL,1/50 LB
1211,205004,FLOUR - HI GLUTEN,BALANCER HI GLUTEN FLOUR,PILLSBURY,1/50 LB.
1213,160445,FRENCH DRESSING,LITE FRENCH DRESSING,KENS,4/1GAL
1215,160884,FRENCH DRESSING,DELUXE FRENCH DRESSING,KENS,4/1 GAL.
1217,161215,FRENCH DRESSING,FRENCH CATALINA,KRAFT,12/8 OZ
1219,851575,FRENCH DRESSING,FRENCH DRESSING RETAIL,PFEIFER,6/16OZ
1221,851584,FRENCH DRESSING,FAT FREE FRENCH DRESSING,KRAFT,6/16Z
1223,161008,FRENCH PC DRESSING,PC CREAMY FRENCH,KRAFT,60/1.5Z
